fid,ID,AREA,BLOCK,BG,TRACT,COUNTY,MSA,POPULATION,MALE,FEMALE,AGE_0_5,AGE_5_9,AGE_10_14,AGE_15_19,AGE_20_24,AGE_25_34,AGE_35_44,AGE_45_54,AGE_55_59,AGE_60_64,AGE_65_74,AGE_75_84,AGE_85,MEDIAN_AGE,AGE_18,MALE_18,FEMALE_18,AGE_21,AGE_62,AGE_65,MALE_65,FEMALE_65,F1_RACE,WHITE,BLACK,AMINDIAN,ASIAN,HAWAIIAN,OTHER_RACE,F2_RACES,AP_WHITE,AP_BLACK,AP_AMINDIA,AP_ASIAN,AP_HAWAIIA,AP_OTHER,AP_HISPANI,NOT_HISPAN,NH_WHITE,IN_HOUSEHO,GROUP_QUAR,GQ_INSTITU,GQ_NONINST,HOUSEHOLDS,HH_FAMILY,HH_NONFAMI,AVG_HHSIZE,AVG_FAMSIZ,HSNG_UNITS,HU_OCCUPIE,HU_VACANT,OCCHU_OWNE,OCCHU_RENT,OWNER_SIZE,RENTER_SIZ,DENSITY,BURGLARY,ASSAULT,THEFT,BURG_D,ASSALT_D,THEFT_D,lon,lat
"350",669542,0,"390610021002019","390610021002","39061002100","39061","1640",31,11,20,2,3,2,0,5,6,4,5,1,0,3,0,0,31.5,24,7,17,24,3,3,0,3,30,11,19,0,0,0,0,1,12,20,0,0,0,0,0,31,11,31,0,0,0,14,7,7,2.21,2.57,16,14,2,2,12,4,1.92,23250.7626,"0","0","1",0,0,1,-84.4947689265699,39.1216451845415
"351",669560,0,"390610021002016","390610021002","39061002100","39061","1640",4,0,4,0,1,0,0,0,1,1,1,0,0,0,0,0,36.5,3,0,3,3,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,0,0,0,2,1,1,2,3,2,2,0,2,0,2,0,1293.472,"0","0","0",0,0,0,-84.4950755364744,39.1228645881432
"352",669580,0,"390610021002018","390610021002","39061002100","39061","1640",24,7,17,0,3,2,2,4,0,5,1,0,5,0,1,1,38,17,4,13,16,7,2,0,2,24,0,24,0,0,0,0,0,0,24,0,0,0,0,0,24,0,24,0,0,0,11,7,4,2.18,2.57,14,11,3,4,7,2.25,2.14,20572.187,"0","1","0",0,1,0,-84.4946652231545,39.1224229625004
"353",669597,0,"390610021002014","390610021002","39061002100","39061","1640",16,11,5,2,2,1,0,1,5,1,1,1,0,1,1,0,32.5,11,7,4,11,2,2,1,1,16,1,15,0,0,0,0,0,1,15,0,0,0,0,0,16,1,16,0,0,0,5,3,2,3.2,4,5,5,0,1,4,4,3,9000.4924,"0","0","2",0,0,1,-84.4958930008117,39.1232599995149
"354",671022,0,"390610021002015","390610021002","39061002100","39061","1640",24,10,14,1,4,2,4,0,3,4,4,1,0,0,1,0,30,14,5,9,13,1,1,0,1,24,3,21,0,0,0,0,0,3,21,0,0,0,0,0,24,3,24,0,0,0,10,4,6,2.4,4.25,11,10,1,2,8,1.5,2.63,27001.427,"0","0","0",0,0,0,-84.495443000836,39.1232599992238
"355",671040,0,"390610021001017","390610021001","39061002100","39061","1640",42,14,28,5,4,4,5,4,6,8,3,1,1,1,0,0,23,24,6,18,22,1,1,0,1,42,2,40,0,0,0,0,0,2,40,0,0,0,0,0,42,2,42,0,0,0,16,15,1,2.63,2.67,22,16,6,0,16,0,2.63,27001.7246,"1","0","0",1,0,0,-84.4957930007598,39.1240099996908
"356",671057,0,"390610021001016","390610021001","39061002100","39061","1640",16,9,7,0,0,3,4,0,0,3,3,0,0,3,0,0,36.5,11,7,4,9,3,3,2,1,16,0,16,0,0,0,0,0,0,16,0,0,0,0,0,16,0,16,0,0,0,5,3,2,3.2,4.33,9,5,4,4,1,3.75,1,8595.9685,"0","2","0",0,1,0,-84.4956986637181,39.1247750513439
"357",671075,0,"390610021001019","390610021001","39061002100","39061","1640",6,5,1,0,0,0,0,1,0,1,3,1,0,0,0,0,47,6,5,1,6,0,0,0,0,6,1,4,1,0,0,0,0,1,4,1,0,0,0,1,5,1,6,0,0,0,4,1,3,1.5,3,6,4,2,3,1,1.67,1,4154.1275,"0","0","0",0,0,0,-84.4949199235583,39.1239497432488
"358",671092,0,"390610021002017","390610021002","39061002100","39061","1640",12,6,6,0,0,0,0,1,1,1,5,1,2,1,0,0,49.5,12,6,6,11,2,1,0,1,12,1,11,0,0,0,0,0,1,11,0,0,0,0,0,12,1,12,0,0,0,7,3,4,1.71,2.67,8,7,1,5,2,2,1,9000.4822,"0","0","0",0,0,0,-84.4945207787843,39.1231451845487
"359",671110,0,"390610021001020","390610021001","39061002100","39061","1640",28,16,12,2,3,4,0,0,2,1,7,2,0,5,2,0,47.5,19,10,9,19,7,7,4,3,28,0,28,0,0,0,0,0,0,28,0,0,0,0,0,28,0,28,0,0,0,10,7,3,2.8,3.29,12,10,2,3,7,3.67,2.43,24001.518,"0","0","0",0,0,0,-84.4944170746933,39.1239229624929
"360",671127,0,"390610021001018","390610021001","39061002100","39061","1640",20,9,11,0,5,2,1,0,3,0,4,1,0,1,3,0,33,12,7,5,12,4,4,3,1,20,0,20,0,0,0,0,0,0,20,0,0,0,0,0,20,0,20,0,0,0,6,5,1,3.33,3.8,11,6,5,1,5,3,3.4,25715.9008,"0","0","0",0,0,0,-84.4953430007876,39.1240099993997
"361",671145,0,"390610021001015","390610021001","39061002100","39061","1640",3,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,42.5,3,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,1,1,0,3,2,1,1,0,0,1,0,3,3375.2483,"0","0","0",0,0,0,-84.495243000836,39.1247599992236
"362",671162,0,"390610021001014","390610021001","39061002100","39061","1640",11,6,5,0,2,1,0,4,2,2,0,0,0,0,0,0,22.5,8,4,4,6,0,0,0,0,11,0,11,0,0,0,0,0,0,11,0,0,0,0,0,11,0,11,0,0,0,3,3,0,3.67,3.67,3,3,0,0,3,0,3.67,6907.4625,"0","0","0",0,0,0,-84.4948383496217,39.1247328675401
"363",671180,0,"390610021001013","390610021001","39061002100","39061","1640",18,10,8,0,1,1,3,1,2,3,1,0,5,1,0,0,41,14,8,6,13,4,1,1,0,18,0,18,0,0,0,0,0,0,18,0,0,0,0,0,18,0,18,0,0,0,6,3,3,3,3.67,13,6,7,4,2,4,1,10800.8025,"0","0","0",0,0,0,-84.4943430008715,39.1247099991967
"364",671197,0.01,"390610021001027","390610021001","39061002100","39061","1640",47,23,24,8,3,5,2,1,10,7,3,2,1,1,4,0,30.8,30,13,17,29,6,5,2,3,47,6,41,0,0,0,0,0,6,41,0,0,0,0,0,47,6,47,0,0,0,19,13,6,2.47,3,20,19,1,7,12,2.57,2.42,8574.633,"0","0","1",0,0,1,-84.4940495336437,39.1219771153127
"365",671217,0.01,"390610021001026","390610021001","39061002100","39061","1640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","2",0,0,1,-84.4927411614709,39.1222620155669
"366",671240,0,"390610021001028","390610021001","39061002100","39061","1640",12,7,5,0,0,1,1,0,0,2,1,2,0,3,2,0,55.5,10,6,4,10,5,5,3,2,10,1,9,0,0,0,0,2,3,11,0,0,0,0,0,12,1,12,0,0,0,7,4,3,1.71,2.25,17,7,10,2,5,2,1.6,4764.9242,"0","0","0",0,0,0,-84.4938528045888,39.1231364704754
"367",671258,0,"390610021001021","390610021001","39061002100","39061","1640",26,15,11,2,1,4,5,2,3,4,5,0,0,0,0,0,23.5,18,9,9,14,0,0,0,0,26,0,26,0,0,0,0,0,0,26,0,0,0,0,0,26,0,26,0,0,0,7,7,0,3.71,3.71,11,7,4,3,4,3.33,4,10969.3932,"0","1","0",0,1,0,-84.4937430004966,39.1238600001969
"368",671275,0,"390610021001012","390610021001","39061002100","39061","1640",36,12,24,2,2,1,1,2,3,3,2,8,2,6,4,0,57.3,30,8,22,29,11,10,3,7,34,1,33,0,0,0,0,2,3,35,0,0,0,0,0,36,1,36,0,0,0,23,5,18,1.57,2.8,26,23,3,4,19,2,1.47,11503.7908,"0","1","1",0,1,1,-84.4936291937974,39.1246580274573
"369",671294,0.01,"390610021001022","390610021001","39061002100","39061","1640",33,16,17,3,5,3,3,1,2,5,3,0,1,3,4,0,28.5,20,8,12,19,7,7,3,4,33,0,33,0,0,0,0,0,0,33,0,0,0,0,0,33,0,33,0,0,0,13,8,5,2.54,3.5,16,13,3,9,4,2.33,3,5241.5001,"1","0","3",1,0,1,-84.4927867296084,39.1234322547382
"370",671314,0,"390610021001023","390610021001","39061002100","39061","1640",2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,24.5,2,1,1,2,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,1,0,1,2,0,1,1,0,0,1,0,2,923.1415,"0","0","0",0,0,0,-84.4924703504552,39.124307865209
"371",671331,0,"390610021001011","390610021001","39061002100","39061","1640",21,10,11,2,2,3,2,0,2,4,1,0,1,3,0,1,29.8,13,5,8,12,4,4,2,2,21,0,21,0,0,0,0,0,0,21,0,0,0,0,0,21,0,21,0,0,0,8,4,4,2.63,4.25,8,8,0,4,4,2.5,2.75,7767.719,"0","0","1",0,0,1,-84.4924160594494,39.124762741585
"372",671366,0.05,"390610019001012","390610019001","39061001900","39061","1640",204,83,121,34,26,17,20,19,36,18,17,6,5,4,2,0,21.3,116,42,74,105,8,6,3,3,201,37,159,0,2,0,3,3,40,161,1,4,0,3,0,204,37,204,0,0,0,90,48,42,2.27,3.19,115,90,25,18,72,1.78,2.39,4085.8467,"1","0","1",1,0,1,-84.491437881313,39.1160233862324
"373",671465,0.01,"390610019001006","390610019001","39061001900","39061","1640",43,23,20,2,2,3,2,4,7,7,8,2,4,1,1,0,38.5,35,18,17,34,3,2,1,1,43,10,33,0,0,0,0,0,10,33,0,0,0,0,0,43,10,34,9,0,9,19,10,9,1.79,2.4,20,19,1,6,13,1,2.15,7979.4739,"0","2","1",0,1,1,-84.4906455204427,39.1205282710911
"374",671484,0,"390610019001010","390610019001","39061001900","39061","1640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"0","0","0",0,0,0,-84.4893856527776,39.1170435142133
"375",671502,0.01,"390610019001011","390610019001","39061001900","39061","1640",187,106,81,4,2,0,2,15,60,15,21,5,20,31,10,2,41.3,181,101,80,177,57,43,24,19,182,156,24,0,2,0,0,5,160,27,1,3,0,1,1,186,155,181,6,0,6,113,42,71,1.6,2.12,124,113,11,44,69,1.75,1.51,18460.4258,"0","1","0",0,1,0,-84.4899993697809,39.1184871115915
"376",671518,0.01,"390610019001007","390610019001","39061001900","39061","1640",53,27,26,2,0,0,2,2,12,12,17,0,0,2,3,1,40.8,50,26,24,49,6,6,2,4,53,48,2,0,2,0,1,0,48,2,0,2,0,1,3,50,46,53,0,0,0,39,4,35,1.36,3,40,39,1,19,20,1.47,1.25,3631.9362,"0","0","2",0,0,1,-84.4888015425504,39.1186849940201
"377",671540,0.01,"390610019002005","390610019002","39061001900","39061","1640",98,40,58,8,9,8,13,10,18,23,7,1,1,0,0,0,25.3,63,22,41,56,1,0,0,0,94,23,71,0,0,0,0,4,27,74,0,0,0,1,2,96,22,76,22,0,22,29,15,14,2.62,3.47,33,29,4,2,27,1,2.74,9108.6552,"0","2","4",0,1,1,-84.4920949807746,39.1210721030065
"378",671560,0.01,"390610019001004","390610019001","39061001900","39061","1640",17,6,11,0,3,4,1,0,1,3,2,0,1,2,0,0,32.5,10,5,5,9,3,2,0,2,17,0,17,0,0,0,0,0,0,17,0,0,0,0,0,17,0,17,0,0,0,5,3,2,3.4,4.33,7,5,2,1,4,2,3.75,2951.8509,"0","0","0",0,0,0,-84.4905669016413,39.1215153067785
"379",671577,0.01,"390610019001003","390610019001","39061001900","39061","1640",148,64,84,6,11,14,14,7,14,31,16,11,4,13,5,2,36.3,107,47,60,102,23,20,8,12,146,14,130,0,1,0,1,2,16,132,1,1,0,1,3,145,14,148,0,0,0,66,27,39,2.24,3.67,73,66,7,10,56,3.2,2.07,15459.0754,"3","1","10",1,1,1,-84.4907861358242,39.1225875325936
"380",671596,0,"390610021001024","390610021001","39061002100","39061","1640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0",0,0,0,-84.4914572863215,39.1241076187578
"381",671614,0,"390610021001010","390610021001","39061002100","39061","1640",11,4,7,0,0,2,2,2,1,2,0,1,0,0,0,1,24.5,8,4,4,6,1,1,0,1,11,0,11,0,0,0,0,0,0,11,0,0,0,0,0,11,0,11,0,0,0,5,2,3,2.2,4,14,5,9,2,3,1,3,7244.4205,"1","0","0",1,0,0,-84.4913958462192,39.1248282922125
"382",665138,0,"390610018001009","390610018001","39061001800","39061","1640",45,30,15,2,0,1,1,3,15,8,7,1,4,2,1,0,35.3,41,28,13,41,5,3,2,1,45,37,7,0,1,0,0,0,37,7,0,1,0,0,1,44,36,45,0,0,0,26,9,17,1.73,2.33,26,26,0,8,18,2,1.61,26427.5833,"0","0","2",0,0,1,-84.5063429740202,39.1122599971222
"383",665158,0,"390610018001002","390610018001","39061001800","39061","1640",29,18,11,2,2,2,4,4,2,1,10,0,0,0,2,0,29.5,21,12,9,17,2,2,2,0,29,12,17,0,0,0,0,0,12,17,0,0,0,0,0,29,12,29,0,0,0,13,7,6,2.23,3.14,13,13,0,3,10,3.33,1.9,9547.7662,"0","0","0",0,0,0,-84.5050218613712,39.1121908974508
"384",665175,0,"390610018001003","390610018001","39061001800","39061","1640",34,19,15,1,3,3,0,2,13,4,3,1,3,1,0,0,30,27,16,11,26,4,1,0,1,34,19,14,0,1,0,0,0,19,14,0,1,0,0,0,34,19,34,0,0,0,23,5,18,1.48,2.6,23,23,0,5,18,1.2,1.56,12077.766,"0","0","0",0,0,0,-84.5048930000142,39.1126100035924
"385",665193,0.01,"390610018001004","390610018001","39061001800","39061","1640",207,108,99,10,19,11,10,16,67,38,15,6,7,3,5,0,29.5,161,88,73,154,13,8,4,4,206,107,95,0,0,0,4,1,108,96,0,0,0,4,5,202,105,207,0,0,0,109,34,75,1.9,3.09,128,109,19,46,63,1.57,2.14,16653.418,"0","0","3",0,0,1,-84.5072601636397,39.1132191986204
"386",665219,0,"390610018001008","390610018001","39061001800","39061","1640",78,44,34,1,2,0,1,7,31,13,16,3,2,2,0,0,32.7,74,42,32,74,3,2,0,2,78,68,9,0,1,0,0,0,68,9,0,1,0,0,0,78,68,78,0,0,0,49,8,41,1.59,2.5,49,49,0,14,35,1.93,1.46,30734.8221,"0","0","2",0,0,1,-84.5066908535043,39.1127348920021
"387",665239,0.05,"390610018002004","390610018002","39061001800","39061","1640",298,131,167,29,33,17,15,31,58,42,30,6,12,11,10,4,28.6,211,91,120,195,36,25,11,14,294,92,186,6,0,0,10,4,96,189,6,1,0,10,0,298,92,298,0,0,0,142,70,72,2.1,2.9,187,142,45,40,102,1.83,2.21,5712.5373,"2","1","4",1,1,1,-84.5083541105817,39.1150855349088
"388",665273,0.01,"390610018002003","390610018002","39061001800","39061","1640",98,41,57,15,14,4,10,8,23,11,7,1,0,4,1,0,24.5,60,27,33,55,5,5,1,4,98,94,2,2,0,0,0,0,94,2,2,0,0,0,0,98,94,98,0,0,0,30,26,4,3.27,3.58,37,30,7,5,25,5.6,2.8,16084.1922,"0","0","0",0,0,0,-84.5067426975592,39.1157328448127
"389",665292,0,"390610018003006","390610018003","39061001800","39061","1640",61,25,36,12,6,1,5,6,12,7,4,4,0,3,1,0,25.1,40,14,26,34,4,4,2,2,61,15,45,0,0,0,1,0,15,45,0,0,0,1,0,61,15,61,0,0,0,26,14,12,2.35,2.86,35,26,9,3,23,2.67,2.3,17335.6307,"0","0","0",0,0,0,-84.5055177365793,39.1145322833466
"390",665309,0.01,"390610018003003","390610018003","39061001800","39061","1640",214,95,119,2,5,8,69,95,15,7,3,4,4,1,1,0,20.7,189,85,104,96,3,2,0,2,210,156,44,2,6,0,2,4,157,47,3,6,3,4,7,207,150,54,160,0,160,20,14,6,2.7,3.43,22,20,2,5,15,1.8,3,33790.5296,"0","0","0",0,0,0,-84.5054430746885,39.1153100072969
"391",665327,0.01,"390610018003002","390610018003","39061001800","39061","1640",103,53,50,9,6,6,16,10,12,20,15,2,2,3,0,2,30.2,73,36,37,65,7,5,1,4,103,35,68,0,0,0,0,0,35,68,0,0,0,0,2,101,35,103,0,0,0,44,22,22,2.34,3.45,51,44,7,19,25,1.95,2.64,15195.927,"0","1","2",0,1,1,-84.5048723245473,39.1161146498277
"392",665508,0,"390610018002005","390610018002","39061001800","39061","1640",24,14,10,1,0,1,0,0,7,5,3,4,2,1,0,0,42.5,22,13,9,22,1,1,1,0,24,18,6,0,0,0,0,0,18,6,0,0,0,0,0,24,18,24,0,0,0,17,4,13,1.41,2.5,20,17,3,7,10,1.14,1.6,7199.4118,"0","0","1",0,0,1,-84.5042930007351,39.1137100000009
"393",665526,0,"390610018003005","390610018003","39061001800","39061","1640",11,6,5,1,1,0,0,0,2,2,0,0,2,1,2,0,44.5,9,5,4,9,5,3,2,1,11,2,7,0,0,0,2,0,2,7,0,0,0,2,0,11,2,11,0,0,0,5,3,2,2.2,2.67,7,5,2,1,4,2,2.25,5656.7291,"1","0","0",1,0,0,-84.504233476631,39.1144314290766
"394",665544,0.06,"390610018001000","390610018001","39061001800","39061","1640",264,119,145,4,3,6,5,31,78,69,39,8,6,10,1,4,35.6,249,112,137,240,20,15,6,9,256,100,146,2,2,2,4,8,107,152,2,3,3,6,1,263,100,133,131,131,0,76,20,56,1.75,2.85,83,76,7,29,47,2.07,1.55,4187.3135,"1","1","2",1,1,1,-84.5027756139294,39.1145526016318
"395",665585,0,"390610018003004","390610018003","39061001800","39061","1640",42,22,20,5,3,2,5,5,2,11,3,0,0,1,5,0,30.5,28,15,13,26,6,6,4,2,42,4,38,0,0,0,0,0,4,38,0,0,0,0,0,42,4,42,0,0,0,18,8,10,2.33,3.63,19,18,1,7,11,2,2.55,11748.7157,"0","2","0",0,1,0,-84.5041159594002,39.1152185534721
"396",665602,0.01,"390610021002032","390610021002","39061002100","39061","1640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0",0,0,0,-84.500752749934,39.1146606459408
"397",665632,0,"390610018002001","390610018002","39061001800","39061","1640",61,28,33,6,6,3,4,7,10,9,6,0,2,6,1,1,27.5,44,22,22,40,8,8,2,6,61,7,54,0,0,0,0,0,7,54,0,0,0,0,0,61,7,61,0,0,0,26,15,11,2.35,3.13,28,26,2,8,18,2.38,2.33,19262.5134,"0","2","1",0,1,1,-84.5075833515391,39.1170336843307
"398",665650,0.01,"390610018002000","390610018002","39061001800","39061","1640",68,35,33,5,5,3,2,6,15,12,10,0,2,5,3,0,33,53,26,27,53,9,8,4,4,65,30,34,0,1,0,0,3,33,37,1,1,0,0,0,68,30,68,0,0,0,34,12,22,2,3.42,39,34,5,10,24,1.9,2.04,9587.1918,"0","1","0",0,1,0,-84.507348221042,39.117807350058
"399",665671,0.02,"390610022002004","390610022002","39061002200","39061","1640",206,149,57,2,2,40,129,7,8,5,5,2,0,5,0,1,16.3,39,20,19,31,6,6,1,5,188,42,145,0,1,0,0,18,53,159,10,1,0,2,3,203,42,37,169,169,0,30,6,24,1.23,2,56,30,26,0,30,0,1.23,12815.5717,"0","0","1",0,0,1,-84.5071881608065,39.1189696819201
"400",654795,0,"390610018001006","390610018001","39061001800","39061","1640",74,41,33,3,3,4,1,9,30,16,4,1,1,2,0,0,30.7,63,36,27,60,3,2,0,2,69,36,33,0,0,0,0,5,39,36,2,0,0,2,0,74,36,74,0,0,0,49,12,37,1.51,2.5,62,49,13,14,35,1.5,1.51,28721.4807,"0","0","3",0,0,1,-84.5093566276383,39.112694740355
"401",654816,0,"390610017002016","390610017002","39061001700","39061","1640",50,29,21,3,4,6,3,8,7,9,5,3,2,0,0,0,26.5,37,24,13,34,1,0,0,0,49,13,35,1,0,0,0,1,14,35,1,0,0,1,1,49,13,50,0,0,0,24,9,15,2.08,3,28,24,4,0,24,0,2.08,13233.9894,"0","1","0",0,1,0,-84.511908033517,39.1129907176955
"402",654853,0,"390610017002001","390610017002","39061001700","39061","1640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0",0,0,0,-84.5121430006517,39.1146266666583
"403",654869,0,"390610017002017","390610017002","39061001700","39061","1640",44,22,22,0,2,5,2,2,8,12,7,2,0,4,0,0,37.3,36,18,18,35,4,4,3,1,44,6,36,2,0,0,0,0,6,36,2,0,0,0,0,44,6,44,0,0,0,26,10,16,1.69,2.6,42,26,16,6,20,1.67,1.7,12246.3169,"0","2","0",0,1,0,-84.5110852687968,39.1129197926582
"404",654889,0.01,"390610017002000","390610017002","39061001700","39061","1640",142,49,93,25,22,15,17,20,13,14,4,4,1,6,1,0,17.4,67,20,47,61,8,7,1,6,142,8,133,0,0,0,1,0,8,133,0,0,0,1,1,141,8,142,0,0,0,47,32,15,3.02,3.63,52,47,5,0,47,0,3.02,20337.9547,"2","5","0",1,1,0,-84.5113745653991,39.1141509809007
"405",654930,0,"390610018001005","390610018001","39061001800","39061","1640",46,24,22,1,3,2,3,9,13,8,3,4,0,0,0,0,28.5,38,19,19,37,0,0,0,0,45,21,23,0,0,0,1,1,22,24,0,0,0,1,1,45,21,46,0,0,0,25,10,15,1.84,2.7,31,25,6,6,19,1.5,1.95,14524.9091,"0","1","2",0,1,1,-84.5102166852069,39.1127178946498
"406",654989,0.01,"390610023001017","390610023001","39061002300","39061","1640",109,74,35,3,11,13,4,8,27,21,8,8,1,3,0,2,30.8,78,60,18,76,6,5,3,2,109,32,75,0,1,0,1,0,32,75,0,1,0,1,1,108,32,60,49,49,0,22,13,9,2.73,3.85,26,22,4,1,21,1,2.81,17728.9634,"0","0","1",0,0,1,-84.516076736782,39.119725461847
"407",655008,0.01,"390610023001016","390610023001","39061002300","39061","1640",94,45,49,10,16,10,7,6,19,13,6,0,3,1,3,0,22.3,54,26,28,51,5,4,2,2,94,7,87,0,0,0,0,0,7,87,0,0,0,0,0,94,7,94,0,0,0,35,19,16,2.69,3.95,40,35,5,18,17,2.44,2.94,16468.1683,"0","2","2",0,1,1,-84.5155155758768,39.119196267517
"408",655027,0,"390610023001015","390610023001","39061002300","39061","1640",25,10,15,1,3,0,8,3,2,2,4,2,0,0,0,0,22.3,18,8,10,13,0,0,0,0,21,0,21,0,0,0,0,4,4,24,0,0,0,1,0,25,0,25,0,0,0,10,7,3,2.5,2.86,10,10,0,1,9,6,2.11,12980.7644,"0","0","1",0,0,1,-84.5133429960467,39.1194600005872
"409",655045,0,"390610023001014","390610023001","39061002300","39061","1640",23,11,12,0,4,2,2,0,1,5,6,1,2,0,0,0,41.3,15,6,9,15,2,0,0,0,23,3,20,0,0,0,0,0,3,20,0,0,0,0,0,23,3,23,0,0,0,10,6,4,2.3,3,12,10,2,8,2,2,3.5,10706.9148,"0","0","0",0,0,0,-84.513000467015,39.1196462075194
"410",655093,0.01,"390610023001002","390610023001","39061002300","39061","1640",34,20,14,3,1,2,1,0,3,10,8,3,2,1,0,0,41,27,16,11,27,3,1,0,1,34,16,17,0,0,0,1,0,16,17,0,0,0,1,1,33,16,34,0,0,0,20,4,16,1.7,2.5,29,20,9,1,19,1,1.74,5980.6488,"0","0","0",0,0,0,-84.5147022089021,39.1217128693099
"411",655111,0,"390610023001003","390610023001","39061002300","39061","1640",74,34,40,8,9,8,10,6,9,12,4,2,3,3,0,0,23,43,17,26,39,5,3,2,1,74,2,72,0,0,0,0,0,2,72,0,0,0,0,0,74,2,74,0,0,0,25,15,10,2.96,3.93,27,25,2,7,18,2.29,3.22,15953.1883,"0","0","0",0,0,0,-84.5143347339355,39.1214435625897
"412",655128,0.01,"390610023001004","390610023001","39061002300","39061","1640",85,39,46,7,15,13,6,3,6,16,8,1,3,5,2,0,21.5,47,21,26,43,9,7,6,1,81,3,78,0,0,0,0,4,3,82,0,4,0,0,0,85,3,85,0,0,0,30,18,12,2.83,4,48,30,18,13,17,2.62,3,8435.8163,"0","1","0",0,1,0,-84.5137807747134,39.1211846178195
"413",655154,0.06,"390610023001011","390610023001","39061002300","39061","1640",279,121,158,20,26,12,24,35,65,28,41,12,3,2,9,2,28.9,208,91,117,191,16,13,7,6,273,103,167,0,2,0,1,6,108,169,6,2,0,1,0,279,103,251,28,0,28,128,48,80,1.96,3.15,165,128,37,43,85,1.98,1.95,4676.5279,"2","2","6",1,1,1,-84.5126409292069,39.1172663431451
"414",655191,0,"390610023001010","390610023001","39061002300","39061","1640",194,86,108,26,25,23,22,21,19,25,12,5,4,8,2,2,20.2,107,42,65,92,14,12,4,8,186,4,180,2,0,0,0,8,5,188,7,1,0,2,2,192,4,194,0,0,0,70,45,25,2.77,3.47,87,70,17,5,65,2.2,2.82,54847.5451,"0","2","0",0,1,0,-84.5108145535161,39.1187695997843
"415",655210,0,"390610023001013","390610023001","39061002300","39061","1640",20,13,7,2,0,4,2,1,2,3,4,0,0,1,1,0,32,12,7,5,12,2,2,1,1,20,2,18,0,0,0,0,0,2,18,0,0,0,0,0,20,2,20,0,0,0,8,5,3,2.5,3.2,10,8,2,2,6,3,2.33,18411.019,"0","0","0",0,0,0,-84.5124825529463,39.1189309519188
"416",655230,0.01,"390610023001012","390610023001","39061002300","39061","1640",113,50,63,15,15,9,11,5,22,14,9,4,2,6,1,0,25.8,67,21,46,62,7,7,3,4,110,6,104,0,0,0,0,3,9,107,0,0,0,0,1,112,6,113,0,0,0,41,28,13,2.76,3.29,64,41,23,6,35,4.33,2.49,18052.868,"0","1","1",0,1,1,-84.5102270222777,39.1179702597873
"417",655250,0.01,"390610023001009","390610023001","39061002300","39061","1640",13,3,10,0,0,2,0,0,0,3,3,0,1,2,2,0,48.5,11,2,9,11,4,4,0,4,13,2,11,0,0,0,0,0,2,11,0,0,0,0,0,13,2,13,0,0,0,8,3,5,1.63,2.33,9,8,1,2,6,1,1.83,2420.6561,"0","0","0",0,0,0,-84.5093548393351,39.1185555186604
"418",655269,0,"390610023001007","390610023001","39061002300","39061","1640",29,13,16,4,3,2,4,1,6,1,5,0,0,2,0,1,27.5,17,6,11,16,3,3,0,3,29,0,25,0,0,0,4,0,0,25,0,0,0,4,1,28,0,29,0,0,0,10,9,1,2.9,2.89,12,10,2,1,9,2,3,8897.7256,"0","0","0",0,0,0,-84.5107017124553,39.119430077111
"419",655287,0,"390610023001008","390610023001","39061002300","39061","1640",60,27,33,0,2,4,6,2,5,9,11,6,4,8,1,2,47.5,50,21,29,47,14,11,6,5,60,3,57,0,0,0,0,0,3,57,0,0,0,0,0,60,3,60,0,0,0,29,14,15,2.07,3,43,29,14,1,28,7,1.89,15428.5444,"0","0","0",0,0,0,-84.5092930001083,39.1193600017376
