fid,primaryindex,TOP2,TOP3,TOP4,NXTOP2,NXTOP3,NXTOP4,N2XTOP2,N2XTOP3,N2XTOP4,LONGITUDE,LATITUDE,OBS,YIELD,N,N2,TOPO,BV,BV2,NXBV,BVXT2,BVXT3,BVXT4,BV2XT2,BV2XT3,BV2XT4,SAT,SAT2,NXSAT,SATXT2,SATXT3,SATXT4,SAT2XT2,SAT2XT3,SAT2XT4
"513","513","0","1","0","0","29","0","0","841","0",-63.84602859,-33.0513085,"513",50.6,29,841,"3",186.2,34670.44,5399.8,0,186.2,0,0,34670.44,0,2.13,4.54,61.77,0,2.13,0,0,4.54,0
"514","514","0","1","0","0","29","0","0","841","0",-63.84595774,-33.05132059,"514",53.84,29,841,"3",180.23,32482.8529,5226.67,0,180.23,0,0,32482.853,0,2.13,4.54,61.77,0,2.13,0,0,4.54,0
"515","515","0","1","0","0","29","0","0","841","0",-63.84588689,-33.05133269,"515",47.67,29,841,"3",184.24,33944.3776,5342.96,0,184.24,0,0,33944.378,0,2.13,4.54,61.77,0,2.13,0,0,4.54,0
"516","516","0","1","0","0","29","0","0","841","0",-63.84581603,-33.05134479,"516",79.58,29,841,"3",189.37,35860.9969,5491.73,0,189.37,0,0,35860.997,0,2.13,4.54,61.77,0,2.13,0,0,4.54,0
"517","517","0","1","0","0","29","0","0","841","0",-63.84574518,-33.05135689,"517",62.93,29,841,"3",199.98,39992.0004,5799.42,0,199.98,0,0,39992,0,2.13,4.54,61.77,0,2.13,0,0,4.54,0
"518","518","0","1","0","0","29","0","0","841","0",-63.84567433,-33.05136898,"518",49.26,29,841,"3",187.83,35280.1089,5447.07,0,187.83,0,0,35280.109,0,2.13,4.54,61.77,0,2.13,0,0,4.54,0
"519","519","0","1","0","0","29","0","0","841","0",-63.84560348,-33.05138108,"519",31.23,29,841,"3",185.66,34469.6356,5384.14,0,185.66,0,0,34469.636,0,2.15,4.62,62.35,0,2.15,0,0,4.62,0
"520","520","0","1","0","0","29","0","0","841","0",-63.84553262,-33.05139318,"520",50.91,29,841,"3",190.03,36111.4009,5510.87,0,190.03,0,0,36111.401,0,2.15,4.62,62.35,0,2.15,0,0,4.62,0
"521","521","0","1","0","0","29","0","0","841","0",-63.84546177,-33.05140528,"521",48.11,29,841,"3",185.95,34577.4025,5392.55,0,185.95,0,0,34577.402,0,2.15,4.62,62.35,0,2.15,0,0,4.62,0
"522","522","0","1","0","0","29","0","0","841","0",-63.84539092,-33.05141737,"522",49.7,29,841,"3",191.35,36614.8225,5549.15,0,191.35,0,0,36614.823,0,2.15,4.62,62.35,0,2.15,0,0,4.62,0
"523","523","0","1","0","0","29","0","0","841","0",-63.84532007,-33.05142947,"523",52.42,29,841,"3",191.63,36722.0569,5557.27,0,191.63,0,0,36722.057,0,2.15,4.62,62.35,0,2.15,0,0,4.62,0
"524","524","1","0","0","29","0","0","841","0","0",-63.84524921,-33.05144157,"524",48.59,29,841,"2",188.33,35468.1889,5461.57,188.33,0,0,35468.189,0,0,2.17,4.71,62.93,2.17,0,0,4.71,0,0
"525","525","1","0","0","29","0","0","841","0","0",-63.84517836,-33.05145367,"525",52.21,29,841,"2",188.72,35615.2384,5472.88,188.72,0,0,35615.238,0,0,2.17,4.71,62.93,2.17,0,0,4.71,0,0
"526","526","1","0","0","29","0","0","841","0","0",-63.84510751,-33.05146576,"526",57.05,29,841,"2",186.05,34614.6025,5395.45,186.05,0,0,34614.603,0,0,2.17,4.71,62.93,2.17,0,0,4.71,0,0
"527","527","1","0","0","29","0","0","841","0","0",-63.84503666,-33.05147786,"527",59.16,29,841,"2",180.17,32461.2289,5224.93,180.17,0,0,32461.229,0,0,2.17,4.71,62.93,2.17,0,0,4.71,0,0
"528","528","1","0","0","29","0","0","841","0","0",-63.8449658,-33.05148996,"528",59.56,29,841,"2",178.27,31780.1929,5169.83,178.27,0,0,31780.193,0,0,2.19,4.8,63.51,2.19,0,0,4.8,0,0
"529","529","1","0","0","29","0","0","841","0","0",-63.84489495,-33.05150206,"529",61.61,29,841,"2",178.93,32015.9449,5188.97,178.93,0,0,32015.945,0,0,2.18,4.75,63.22,2.18,0,0,4.75,0,0
"530","530","1","0","0","29","0","0","841","0","0",-63.8448241,-33.05151415,"530",65.63,29,841,"2",175.19,30691.5361,5080.51,175.19,0,0,30691.536,0,0,2.17,4.71,62.93,2.17,0,0,4.71,0,0
"531","531","1","0","0","29","0","0","841","0","0",-63.84475325,-33.05152625,"531",65.18,29,841,"2",173.52,30109.1904,5032.08,173.52,0,0,30109.19,0,0,2.17,4.71,62.93,2.17,0,0,4.71,0,0
"532","532","1","0","0","29","0","0","841","0","0",-63.84468239,-33.05153835,"532",68.58,29,841,"2",169.35,28679.4225,4911.15,169.35,0,0,28679.423,0,0,2.19,4.8,63.51,2.19,0,0,4.8,0,0
"533","533","1","0","0","29","0","0","841","0","0",-63.84461154,-33.05155044,"533",68.38,29,841,"2",171.27,29333.4129,4966.83,171.27,0,0,29333.413,0,0,2.23,4.97,64.67,2.23,0,0,4.97,0,0
"534","534","1","0","0","29","0","0","841","0","0",-63.84454069,-33.05156254,"534",65.31,29,841,"2",172.05,29601.2025,4989.45,172.05,0,0,29601.202,0,0,2.23,4.97,64.67,2.23,0,0,4.97,0,0
"535","535","1","0","0","29","0","0","841","0","0",-63.84446984,-33.05157464,"535",65.2,29,841,"2",171.15,29292.3225,4963.35,171.15,0,0,29292.322,0,0,2.23,4.97,64.67,2.23,0,0,4.97,0,0
"536","536","1","0","0","29","0","0","841","0","0",-63.84439898,-33.05158673,"536",64.11,29,841,"2",172.14,29632.1796,4992.06,172.14,0,0,29632.18,0,0,2.21,4.88,64.09,2.21,0,0,4.88,0,0
"537","537","1","0","0","29","0","0","841","0","0",-63.84432813,-33.05159883,"537",67.15,29,841,"2",174.33,30390.9489,5055.57,174.33,0,0,30390.949,0,0,2.17,4.71,62.93,2.17,0,0,4.71,0,0
"538","538","1","0","0","29","0","0","841","0","0",-63.84425728,-33.05161093,"538",66.41,29,841,"2",175.93,30951.3649,5101.97,175.93,0,0,30951.365,0,0,2.17,4.71,62.93,2.17,0,0,4.71,0,0
"539","539","1","0","0","29","0","0","841","0","0",-63.84418643,-33.05162303,"539",70.55,29,841,"2",167.87,28180.3369,4868.23,167.87,0,0,28180.337,0,0,2.17,4.71,62.93,2.17,0,0,4.71,0,0
"540","540","1","0","0","29","0","0","841","0","0",-63.84411557,-33.05163512,"540",70.81,29,841,"2",169.37,28686.1969,4911.73,169.37,0,0,28686.197,0,0,2.17,4.71,62.93,2.17,0,0,4.71,0,0
"541","541","1","0","0","29","0","0","841","0","0",-63.84404472,-33.05164722,"541",66.62,29,841,"2",166.75,27805.5625,4835.75,166.75,0,0,27805.563,0,0,2.2,4.84,63.8,2.2,0,0,4.84,0,0
"542","542","1","0","0","29","0","0","841","0","0",-63.84397387,-33.05165932,"542",67.81,29,841,"2",160.68,25818.0624,4659.72,160.68,0,0,25818.062,0,0,2.23,4.97,64.67,2.23,0,0,4.97,0,0
"543","543","-1","-1","-1","-29","-29","-29","-841","-841","-841",-63.84390301,-33.05167141,"543",68.09,29,841,"1",166.23,27632.4129,4820.67,-166.23,-166.23,-166.23,-27632.413,-27632.413,-27632.413,2.23,4.97,64.67,-2.23,-2.23,-2.23,-4.97,-4.97,-4.97
"544","544","-1","-1","-1","-29","-29","-29","-841","-841","-841",-63.84383216,-33.05168351,"544",66.48,29,841,"1",172.85,29877.1225,5012.65,-172.85,-172.85,-172.85,-29877.123,-29877.123,-29877.123,2.23,4.97,64.67,-2.23,-2.23,-2.23,-4.97,-4.97,-4.97
"545","545","-1","-1","-1","-29","-29","-29","-841","-841","-841",-63.84376131,-33.05169561,"545",62.84,29,841,"1",167.75,28140.0625,4864.75,-167.75,-167.75,-167.75,-28140.063,-28140.063,-28140.063,2.2,4.84,63.8,-2.2,-2.2,-2.2,-4.84,-4.84,-4.84
"546","546","-1","-1","-1","-29","-29","-29","-841","-841","-841",-63.84369046,-33.0517077,"546",65.44,29,841,"1",168.08,28250.8864,4874.32,-168.08,-168.08,-168.08,-28250.886,-28250.886,-28250.886,2.15,4.62,62.35,-2.15,-2.15,-2.15,-4.62,-4.62,-4.62
"547","547","-1","-1","-1","-29","-29","-29","-841","-841","-841",-63.8436196,-33.0517198,"547",71.22,29,841,"1",168.16,28277.7856,4876.64,-168.16,-168.16,-168.16,-28277.786,-28277.786,-28277.786,2.15,4.62,62.35,-2.15,-2.15,-2.15,-4.62,-4.62,-4.62
"548","548","-1","-1","-1","-29","-29","-29","-841","-841","-841",-63.84354875,-33.05173189,"548",68.96,29,841,"1",161.67,26137.1889,4688.43,-161.67,-161.67,-161.67,-26137.189,-26137.189,-26137.189,2.15,4.62,62.35,-2.15,-2.15,-2.15,-4.62,-4.62,-4.62
"549","549","-1","-1","-1","-29","-29","-29","-841","-841","-841",-63.8434779,-33.05174399,"549",66.24,29,841,"1",170.29,28998.6841,4938.41,-170.29,-170.29,-170.29,-28998.684,-28998.684,-28998.684,2.15,4.62,62.35,-2.15,-2.15,-2.15,-4.62,-4.62,-4.62
"550","550","-1","-1","-1","-29","-29","-29","-841","-841","-841",-63.84340704,-33.05175609,"550",73.57,29,841,"1",168.97,28550.8609,4900.13,-168.97,-168.97,-168.97,-28550.861,-28550.861,-28550.861,2.15,4.62,62.35,-2.15,-2.15,-2.15,-4.62,-4.62,-4.62
"551","551","-1","-1","-1","-29","-29","-29","-841","-841","-841",-63.84333619,-33.05176818,"551",68.05,29,841,"1",167.63,28099.8169,4861.27,-167.63,-167.63,-167.63,-28099.817,-28099.817,-28099.817,2.15,4.62,62.35,-2.15,-2.15,-2.15,-4.62,-4.62,-4.62
"552","552","-1","-1","-1","-29","-29","-29","-841","-841","-841",-63.84326534,-33.05178028,"552",69.78,29,841,"1",169.17,28618.4889,4905.93,-169.17,-169.17,-169.17,-28618.489,-28618.489,-28618.489,2.15,4.62,62.35,-2.15,-2.15,-2.15,-4.62,-4.62,-4.62
"553","553","-1","-1","-1","-29","-29","-29","-841","-841","-841",-63.84319448,-33.05179238,"553",66.83,29,841,"1",158.86,25236.4996,4606.94,-158.86,-158.86,-158.86,-25236.5,-25236.5,-25236.5,2.15,4.62,62.35,-2.15,-2.15,-2.15,-4.62,-4.62,-4.62
"554","554","-1","-1","-1","-29","-29","-29","-841","-841","-841",-63.84312363,-33.05180447,"554",68.85,29,841,"1",163.6,26764.96,4744.4,-163.6,-163.6,-163.6,-26764.96,-26764.96,-26764.96,2.15,4.62,62.35,-2.15,-2.15,-2.15,-4.62,-4.62,-4.62
"555","555","-1","-1","-1","-29","-29","-29","-841","-841","-841",-63.84305278,-33.05181657,"555",68.14,29,841,"1",160.82,25863.0724,4663.78,-160.82,-160.82,-160.82,-25863.072,-25863.072,-25863.072,2.17,4.71,62.93,-2.17,-2.17,-2.17,-4.71,-4.71,-4.71
"556","556","-1","-1","-1","-29","-29","-29","-841","-841","-841",-63.84298193,-33.05182867,"556",66.51,29,841,"1",162.23,26318.5729,4704.67,-162.23,-162.23,-162.23,-26318.573,-26318.573,-26318.573,2.17,4.71,62.93,-2.17,-2.17,-2.17,-4.71,-4.71,-4.71
"557","557","-1","-1","-1","-29","-29","-29","-841","-841","-841",-63.84291107,-33.05184076,"557",68.99,29,841,"1",162.81,26507.0961,4721.49,-162.81,-162.81,-162.81,-26507.096,-26507.096,-26507.096,2.17,4.71,62.93,-2.17,-2.17,-2.17,-4.71,-4.71,-4.71
"558","558","-1","-1","-1","-29","-29","-29","-841","-841","-841",-63.84284022,-33.05185286,"558",68.58,29,841,"1",165.69,27453.1761,4805.01,-165.69,-165.69,-165.69,-27453.176,-27453.176,-27453.176,2.17,4.71,62.93,-2.17,-2.17,-2.17,-4.71,-4.71,-4.71
"559","559","-1","-1","-1","-29","-29","-29","-841","-841","-841",-63.84276937,-33.05186495,"559",73.37,29,841,"1",165.37,27347.2369,4795.73,-165.37,-165.37,-165.37,-27347.237,-27347.237,-27347.237,2.17,4.71,62.93,-2.17,-2.17,-2.17,-4.71,-4.71,-4.71
"560","560","-1","-1","-1","-29","-29","-29","-841","-841","-841",-63.84269851,-33.05187705,"560",79.53,29,841,"1",165.37,27347.2369,4795.73,-165.37,-165.37,-165.37,-27347.237,-27347.237,-27347.237,2.17,4.71,62.93,-2.17,-2.17,-2.17,-4.71,-4.71,-4.71
"561","561","-1","-1","-1","-29","-29","-29","-841","-841","-841",-63.84262766,-33.05188915,"561",74.06,29,841,"1",160.42,25734.5764,4652.18,-160.42,-160.42,-160.42,-25734.576,-25734.576,-25734.576,2.17,4.71,62.93,-2.17,-2.17,-2.17,-4.71,-4.71,-4.71
"562","562","-1","-1","-1","-29","-29","-29","-841","-841","-841",-63.84255681,-33.05190124,"562",69.72,29,841,"1",169.1,28594.81,4903.9,-169.1,-169.1,-169.1,-28594.81,-28594.81,-28594.81,2.17,4.71,62.93,-2.17,-2.17,-2.17,-4.71,-4.71,-4.71
"563","563","-1","-1","-1","-29","-29","-29","-841","-841","-841",-63.84248595,-33.05191334,"563",70.34,29,841,"1",172.14,29632.1796,4992.06,-172.14,-172.14,-172.14,-29632.18,-29632.18,-29632.18,2.16,4.67,62.64,-2.16,-2.16,-2.16,-4.67,-4.67,-4.67
"564","564","-1","-1","-1","-29","-29","-29","-841","-841","-841",-63.8424151,-33.05192543,"564",72.24,29,841,"1",176.03,30986.5609,5104.87,-176.03,-176.03,-176.03,-30986.561,-30986.561,-30986.561,2.15,4.62,62.35,-2.15,-2.15,-2.15,-4.62,-4.62,-4.62
"565","565","-1","-1","-1","-29","-29","-29","-841","-841","-841",-63.84234425,-33.05193753,"565",81.32,29,841,"1",183.23,33573.2329,5313.67,-183.23,-183.23,-183.23,-33573.233,-33573.233,-33573.233,2.15,4.62,62.35,-2.15,-2.15,-2.15,-4.62,-4.62,-4.62
"566","566","-1","-1","-1","-29","-29","-29","-841","-841","-841",-63.84227339,-33.05194962,"566",78.64,29,841,"1",171.62,29453.4244,4976.98,-171.62,-171.62,-171.62,-29453.424,-29453.424,-29453.424,2.15,4.62,62.35,-2.15,-2.15,-2.15,-4.62,-4.62,-4.62
"567","567","-1","-1","-1","-29","-29","-29","-841","-841","-841",-63.84220254,-33.05196172,"567",79.75,29,841,"1",165.53,27400.1809,4800.37,-165.53,-165.53,-165.53,-27400.181,-27400.181,-27400.181,2.15,4.62,62.35,-2.15,-2.15,-2.15,-4.62,-4.62,-4.62
"568","568","-1","-1","-1","-29","-29","-29","-841","-841","-841",-63.84213169,-33.05197382,"568",76.28,29,841,"1",169.11,28598.1921,4904.19,-169.11,-169.11,-169.11,-28598.192,-28598.192,-28598.192,2.15,4.62,62.35,-2.15,-2.15,-2.15,-4.62,-4.62,-4.62
"569","569","-1","-1","-1","-29","-29","-29","-841","-841","-841",-63.84206083,-33.05198591,"569",77.93,29,841,"1",171.4,29377.96,4970.6,-171.4,-171.4,-171.4,-29377.96,-29377.96,-29377.96,2.15,4.62,62.35,-2.15,-2.15,-2.15,-4.62,-4.62,-4.62
"570","570","-1","-1","-1","-29","-29","-29","-841","-841","-841",-63.84198998,-33.05199801,"570",78.88,29,841,"1",166.71,27792.2241,4834.59,-166.71,-166.71,-166.71,-27792.224,-27792.224,-27792.224,2.15,4.62,62.35,-2.15,-2.15,-2.15,-4.62,-4.62,-4.62
"571","571","0","0","1","0","0","132","0","0","17292",-63.84877744,-33.05077698,"571",79.58,131.5,17292.25,"4",161.98,26237.5204,21300.37,0,0,161.98,0,0,26237.52,2.18,4.75,286.67,0,0,2.18,0,0,4.75
"572","572","0","0","1","0","0","132","0","0","17292",-63.84870659,-33.05078908,"572",78.04,131.5,17292.25,"4",167.98,28217.2804,22089.37,0,0,167.98,0,0,28217.28,2.18,4.75,286.67,0,0,2.18,0,0,4.75
"573","573","0","0","1","0","0","132","0","0","17292",-63.84863574,-33.05080118,"573",80.64,131.5,17292.25,"4",159.73,25513.6729,21004.495,0,0,159.73,0,0,25513.673,2.18,4.75,286.67,0,0,2.18,0,0,4.75
"574","574","0","0","1","0","0","132","0","0","17292",-63.84856489,-33.05081328,"574",86.93,131.5,17292.25,"4",167.22,27962.5284,21989.43,0,0,167.22,0,0,27962.528,2.18,4.75,286.67,0,0,2.18,0,0,4.75
"575","575","0","0","1","0","0","132","0","0","17292",-63.84849404,-33.05082538,"575",79.4,131.5,17292.25,"4",164.98,27218.4004,21694.87,0,0,164.98,0,0,27218.4,2.18,4.75,286.67,0,0,2.18,0,0,4.75
"576","576","0","0","1","0","0","132","0","0","17292",-63.84842319,-33.05083748,"576",87.31,131.5,17292.25,"4",171.11,29278.6321,22500.965,0,0,171.11,0,0,29278.632,2.18,4.75,286.67,0,0,2.18,0,0,4.75
"577","577","0","0","1","0","0","132","0","0","17292",-63.84835234,-33.05084958,"577",74.04,131.5,17292.25,"4",174.09,30307.3281,22892.835,0,0,174.09,0,0,30307.328,2.18,4.75,286.67,0,0,2.18,0,0,4.75
"578","578","0","0","1","0","0","132","0","0","17292",-63.84828148,-33.05086168,"578",75.17,131.5,17292.25,"4",176.07,31000.6449,23153.205,0,0,176.07,0,0,31000.645,2.18,4.75,286.67,0,0,2.18,0,0,4.75
"579","579","0","0","1","0","0","132","0","0","17292",-63.84821063,-33.05087378,"579",73.95,131.5,17292.25,"4",175.3,30730.09,23051.95,0,0,175.3,0,0,30730.09,2.18,4.75,286.67,0,0,2.18,0,0,4.75
"580","580","0","0","1","0","0","132","0","0","17292",-63.84813978,-33.05088587,"580",80.79,131.5,17292.25,"4",175.9,30940.81,23130.85,0,0,175.9,0,0,30940.81,2.18,4.75,286.67,0,0,2.18,0,0,4.75
"581","581","0","0","1","0","0","132","0","0","17292",-63.84806893,-33.05089797,"581",73.86,131.5,17292.25,"4",168.96,28547.4816,22218.24,0,0,168.96,0,0,28547.482,2.18,4.75,286.67,0,0,2.18,0,0,4.75
"582","582","0","0","1","0","0","132","0","0","17292",-63.84799808,-33.05091007,"582",76.1,131.5,17292.25,"4",173.59,30133.4881,22827.085,0,0,173.59,0,0,30133.488,2.18,4.75,286.67,0,0,2.18,0,0,4.75
"583","583","0","0","1","0","0","132","0","0","17292",-63.84792723,-33.05092217,"583",78.16,131.5,17292.25,"4",170.72,29145.3184,22449.68,0,0,170.72,0,0,29145.318,2.18,4.75,286.67,0,0,2.18,0,0,4.75
"584","584","0","0","1","0","0","132","0","0","17292",-63.84785637,-33.05093427,"584",76.58,131.5,17292.25,"4",172.54,29770.0516,22689.01,0,0,172.54,0,0,29770.052,2.18,4.75,286.67,0,0,2.18,0,0,4.75
"585","585","0","0","1","0","0","132","0","0","17292",-63.84778552,-33.05094637,"585",75.28,131.5,17292.25,"4",176.71,31226.4241,23237.365,0,0,176.71,0,0,31226.424,2.15,4.62,282.72,0,0,2.15,0,0,4.62
"586","586","0","0","1","0","0","132","0","0","17292",-63.84771467,-33.05095847,"586",75.13,131.5,17292.25,"4",183.07,33514.6249,24073.705,0,0,183.07,0,0,33514.625,2.15,4.62,282.72,0,0,2.15,0,0,4.62
"587","587","0","0","1","0","0","132","0","0","17292",-63.84764382,-33.05097057,"587",79.56,131.5,17292.25,"4",177.47,31495.6009,23337.305,0,0,177.47,0,0,31495.601,2.15,4.62,282.72,0,0,2.15,0,0,4.62
"588","588","0","0","1","0","0","132","0","0","17292",-63.84757297,-33.05098266,"588",74.82,131.5,17292.25,"4",176.95,31311.3025,23268.925,0,0,176.95,0,0,31311.303,2.15,4.62,282.72,0,0,2.15,0,0,4.62
"589","589","0","0","1","0","0","132","0","0","17292",-63.84750212,-33.05099476,"589",68.07,131.5,17292.25,"4",172.41,29725.2081,22671.915,0,0,172.41,0,0,29725.208,2.15,4.62,282.72,0,0,2.15,0,0,4.62
"590","590","0","0","1","0","0","132","0","0","17292",-63.84743126,-33.05100686,"590",74.94,131.5,17292.25,"4",178.48,31855.1104,23470.12,0,0,178.48,0,0,31855.11,2.18,4.75,286.67,0,0,2.18,0,0,4.75
"591","591","0","0","1","0","0","132","0","0","17292",-63.84736041,-33.05101896,"591",72.22,131.5,17292.25,"4",174.85,30572.5225,22992.775,0,0,174.85,0,0,30572.522,2.18,4.75,286.67,0,0,2.18,0,0,4.75
"592","592","0","0","1","0","0","132","0","0","17292",-63.84728956,-33.05103106,"592",71.56,131.5,17292.25,"4",176.95,31311.3025,23268.925,0,0,176.95,0,0,31311.303,2.18,4.75,286.67,0,0,2.18,0,0,4.75
"593","593","0","0","1","0","0","132","0","0","17292",-63.84721871,-33.05104316,"593",72.31,131.5,17292.25,"4",174.39,30411.8721,22932.285,0,0,174.39,0,0,30411.872,2.18,4.75,286.67,0,0,2.18,0,0,4.75
"594","594","0","0","1","0","0","132","0","0","17292",-63.84714786,-33.05105526,"594",71.3,131.5,17292.25,"4",174.34,30394.4356,22925.71,0,0,174.34,0,0,30394.436,2.24,5.02,294.56,0,0,2.24,0,0,5.02
"595","595","0","0","1","0","0","132","0","0","17292",-63.84707701,-33.05106735,"595",70.65,131.5,17292.25,"4",176.58,31180.4964,23220.27,0,0,176.58,0,0,31180.496,2.24,5.02,294.56,0,0,2.24,0,0,5.02
"596","596","0","0","1","0","0","132","0","0","17292",-63.84700615,-33.05107945,"596",66.87,131.5,17292.25,"4",176.83,31268.8489,23253.145,0,0,176.83,0,0,31268.849,2.24,5.02,294.56,0,0,2.24,0,0,5.02
"597","597","0","0","1","0","0","132","0","0","17292",-63.8469353,-33.05109155,"597",66.27,131.5,17292.25,"4",175.88,30933.7744,23128.22,0,0,175.88,0,0,30933.774,2.24,5.02,294.56,0,0,2.24,0,0,5.02
"598","598","0","0","1","0","0","132","0","0","17292",-63.84686445,-33.05110365,"598",64.75,131.5,17292.25,"4",176.94,31307.7636,23267.61,0,0,176.94,0,0,31307.764,2.22,4.93,291.93,0,0,2.22,0,0,4.93
"599","599","0","0","1","0","0","132","0","0","17292",-63.8467936,-33.05111575,"599",70.95,131.5,17292.25,"4",182.12,33167.6944,23948.78,0,0,182.12,0,0,33167.694,2.21,4.88,290.62,0,0,2.21,0,0,4.88
"600","600","0","0","1","0","0","132","0","0","17292",-63.84672275,-33.05112785,"600",65.28,131.5,17292.25,"4",183.27,33587.8929,24100.005,0,0,183.27,0,0,33587.893,2.21,4.88,290.62,0,0,2.21,0,0,4.88
"601","601","0","0","1","0","0","132","0","0","17292",-63.84665189,-33.05113994,"601",61.84,131.5,17292.25,"4",184.48,34032.8704,24259.12,0,0,184.48,0,0,34032.87,2.21,4.88,290.62,0,0,2.21,0,0,4.88
"602","602","0","0","1","0","0","132","0","0","17292",-63.84658104,-33.05115204,"602",65.15,131.5,17292.25,"4",177.49,31502.7001,23339.935,0,0,177.49,0,0,31502.7,2.19,4.8,287.99,0,0,2.19,0,0,4.8
"603","603","0","1","0","0","132","0","0","17292","0",-63.84651019,-33.05116414,"603",60.61,131.5,17292.25,"3",174.08,30303.8464,22891.52,0,174.08,0,0,30303.846,0,2.18,4.75,286.67,0,2.18,0,0,4.75,0
"604","604","0","1","0","0","132","0","0","17292","0",-63.84643934,-33.05117624,"604",60.84,131.5,17292.25,"3",173.64,30150.8496,22833.66,0,173.64,0,0,30150.85,0,2.18,4.75,286.67,0,2.18,0,0,4.75,0
"605","605","0","1","0","0","132","0","0","17292","0",-63.84636849,-33.05118834,"605",58.82,131.5,17292.25,"3",169.19,28625.2561,22248.485,0,169.19,0,0,28625.256,0,2.18,4.75,286.67,0,2.18,0,0,4.75,0
"606","606","0","1","0","0","132","0","0","17292","0",-63.84629763,-33.05120044,"606",59.14,131.5,17292.25,"3",172.98,29922.0804,22746.87,0,172.98,0,0,29922.08,0,2.18,4.75,286.67,0,2.18,0,0,4.75,0
"607","607","0","1","0","0","132","0","0","17292","0",-63.84622678,-33.05121253,"607",59.07,131.5,17292.25,"3",181.8,33051.24,23906.7,0,181.8,0,0,33051.24,0,2.17,4.71,285.36,0,2.17,0,0,4.71,0
"608","608","0","1","0","0","132","0","0","17292","0",-63.84615593,-33.05122463,"608",58.44,131.5,17292.25,"3",189.64,35963.3296,24937.66,0,189.64,0,0,35963.33,0,2.13,4.54,280.09,0,2.13,0,0,4.54,0
"609","609","0","1","0","0","132","0","0","17292","0",-63.84608508,-33.05123673,"609",59.01,131.5,17292.25,"3",186.09,34629.4881,24470.835,0,186.09,0,0,34629.488,0,2.13,4.54,280.09,0,2.13,0,0,4.54,0
"610","610","0","1","0","0","132","0","0","17292","0",-63.84601422,-33.05124883,"610",59.43,131.5,17292.25,"3",185.02,34232.4004,24330.13,0,185.02,0,0,34232.4,0,2.13,4.54,280.09,0,2.13,0,0,4.54,0
"611","611","0","1","0","0","132","0","0","17292","0",-63.84594337,-33.05126092,"611",60.07,131.5,17292.25,"3",185.5,34410.25,24393.25,0,185.5,0,0,34410.25,0,2.13,4.54,280.09,0,2.13,0,0,4.54,0
"612","612","0","1","0","0","132","0","0","17292","0",-63.84587252,-33.05127302,"612",63.94,131.5,17292.25,"3",190.19,36172.2361,25009.985,0,190.19,0,0,36172.236,0,2.13,4.54,280.09,0,2.13,0,0,4.54,0
"613","613","0","1","0","0","132","0","0","17292","0",-63.84580167,-33.05128512,"613",58.44,131.5,17292.25,"3",194.02,37643.7604,25513.63,0,194.02,0,0,37643.76,0,2.13,4.54,280.09,0,2.13,0,0,4.54,0
"614","614","0","1","0","0","132","0","0","17292","0",-63.84573082,-33.05129722,"614",59.74,131.5,17292.25,"3",202.66,41071.0756,26649.79,0,202.66,0,0,41071.076,0,2.13,4.54,280.09,0,2.13,0,0,4.54,0
"615","615","0","1","0","0","132","0","0","17292","0",-63.84565996,-33.05130932,"615",55.31,131.5,17292.25,"3",187.51,35160.0001,24657.565,0,187.51,0,0,35160,0,2.13,4.54,280.09,0,2.13,0,0,4.54,0
"616","616","0","1","0","0","132","0","0","17292","0",-63.84558911,-33.05132141,"616",54.2,131.5,17292.25,"3",177.47,31495.6009,23337.305,0,177.47,0,0,31495.601,0,2.15,4.62,282.72,0,2.15,0,0,4.62,0
"617","617","0","1","0","0","132","0","0","17292","0",-63.84551826,-33.05133351,"617",60.04,131.5,17292.25,"3",180.56,32601.9136,23743.64,0,180.56,0,0,32601.914,0,2.15,4.62,282.72,0,2.15,0,0,4.62,0
"618","618","0","1","0","0","132","0","0","17292","0",-63.84544741,-33.05134561,"618",52.56,131.5,17292.25,"3",183.07,33514.6249,24073.705,0,183.07,0,0,33514.625,0,2.15,4.62,282.72,0,2.15,0,0,4.62,0
"619","619","0","1","0","0","132","0","0","17292","0",-63.84537655,-33.05135771,"619",51.45,131.5,17292.25,"3",187.85,35287.6225,24702.275,0,187.85,0,0,35287.622,0,2.15,4.62,282.72,0,2.15,0,0,4.62,0
"620","620","0","1","0","0","132","0","0","17292","0",-63.8453057,-33.0513698,"620",52.74,131.5,17292.25,"3",184.39,33999.6721,24247.285,0,184.39,0,0,33999.672,0,2.15,4.62,282.72,0,2.15,0,0,4.62,0
