fid,primaryindex,ID,TOP3,TOP2,TOP4,NXTOP2,NXTOP3,NXTOP4,N2XTOP2,N2XTOP3,N2XTOP4,LONGITUDE,LATITUDE,YIELD,TOPO,OBS,N,N2,BV,BV2,NXBV,BVXT2,BVXT3,BVXT4,BV2XT2,BV2XT3,BV2XT4
"461","461","2925","-1","-1","-1",-50.6,-50.6,-50.6,-2560.36,-2560.36,-2560.36,-63.84261694,-33.05174664,101.86,"1","461",50.6,2560.36,169.45,28713.302,8574.17,-169.45,-169.45,-169.45,-28713.3,-28713.3,-28713.3
"462","462","2926","-1","-1","-1",-50.6,-50.6,-50.6,-2560.36,-2560.36,-2560.36,-63.84254667,-33.05177111,97.17,"1","462",50.6,2560.36,174.48,30443.27,8828.688,-174.48,-174.48,-174.48,-30443.27,-30443.2,-30443.2
"463","463","2927","-1","-1","-1",-50.6,-50.6,-50.6,-2560.36,-2560.36,-2560.36,-63.84247639,-33.05179557,104.51,"1","463",50.6,2560.36,181.58,32971.296,9187.948,-181.58,-181.58,-181.58,-32971.3,-32971.3,-32971.3
"464","464","2928","-1","-1","-1",-50.6,-50.6,-50.6,-2560.36,-2560.36,-2560.36,-63.84240612,-33.05182004,102.05,"1","464",50.6,2560.36,180.84,32703.106,9150.504,-180.84,-180.84,-180.84,-32703.11,-32703.1,-32703.1
"465","465","2929","-1","-1","-1",-50.6,-50.6,-50.6,-2560.36,-2560.36,-2560.36,-63.84233584,-33.0518445,107.09,"1","465",50.6,2560.36,170.55,29087.303,8629.83,-170.55,-170.55,-170.55,-29087.3,-29087.3,-29087.3
"466","466","2930","-1","-1","-1",-50.6,-50.6,-50.6,-2560.36,-2560.36,-2560.36,-63.84226557,-33.05186897,104.01,"1","466",50.6,2560.36,169.85,28849.022,8594.41,-169.85,-169.85,-169.85,-28849.02,-28849,-28849
"467","467","2931","-1","-1","-1",-50.6,-50.6,-50.6,-2560.36,-2560.36,-2560.36,-63.84219529,-33.05189343,101.94,"1","467",50.6,2560.36,162.08,26269.926,8201.248,-162.08,-162.08,-162.08,-26269.93,-26269.9,-26269.9
"468","468","2932","-1","-1","-1",-50.6,-50.6,-50.6,-2560.36,-2560.36,-2560.36,-63.84212502,-33.0519179,100.04,"1","468",50.6,2560.36,168.4,28358.56,8521.04,-168.4,-168.4,-168.4,-28358.56,-28358.5,-28358.5
"469","469","2933","-1","-1","-1",-50.6,-50.6,-50.6,-2560.36,-2560.36,-2560.36,-63.84205474,-33.05194236,104.27,"1","469",50.6,2560.36,162.71,26474.544,8233.126,-162.71,-162.71,-162.71,-26474.54,-26474.5,-26474.5
"470","470","2934","-1","-1","-1",-50.6,-50.6,-50.6,-2560.36,-2560.36,-2560.36,-63.84198447,-33.05196683,102.6,"1","470",50.6,2560.36,167.11,27925.752,8455.766,-167.11,-167.11,-167.11,-27925.75,-27925.7,-27925.7
"471","471","2945","0","0","1",0,0,39,0,0,1521,-63.84856112,-33.0496078,101.28,"4","471",39,1521,177.85,31630.622,6936.15,0,0,177.85,0,0,31630.62
"472","472","2946","0","0","1",0,0,39,0,0,1521,-63.84849085,-33.04963226,95.22,"4","472",39,1521,181,32761,7059,0,0,181,0,0,32761
"473","473","2947","0","0","1",0,0,39,0,0,1521,-63.84842057,-33.04965673,101.49,"4","473",39,1521,180,32400,7020,0,0,180,0,0,32400
"474","474","2948","0","0","1",0,0,39,0,0,1521,-63.8483503,-33.0496812,103.1,"4","474",39,1521,176.98,31321.92,6902.22,0,0,176.98,0,0,31321.92
"475","475","2949","0","0","1",0,0,39,0,0,1521,-63.84828003,-33.04970567,102.36,"4","475",39,1521,175.37,30754.637,6839.43,0,0,175.37,0,0,30754.64
"476","476","2950","0","0","1",0,0,39,0,0,1521,-63.84820976,-33.04973014,97.92,"4","476",39,1521,179.39,32180.772,6996.21,0,0,179.39,0,0,32180.77
"477","477","2951","0","0","1",0,0,39,0,0,1521,-63.84813949,-33.04975461,94.72,"4","477",39,1521,168.56,28412.474,6573.84,0,0,168.56,0,0,28412.47
"478","478","2952","0","0","1",0,0,39,0,0,1521,-63.84806922,-33.04977907,86.77,"4","478",39,1521,162.3,26341.29,6329.7,0,0,162.3,0,0,26341.29
"479","479","2953","0","0","1",0,0,39,0,0,1521,-63.84799894,-33.04980354,83.81,"4","479",39,1521,169.92,28872.806,6626.88,0,0,169.92,0,0,28872.81
"480","480","2954","0","0","1",0,0,39,0,0,1521,-63.84792867,-33.04982801,78.24,"4","480",39,1521,180.09,32432.408,7023.51,0,0,180.09,0,0,32432.41
"481","481","2955","0","0","1",0,0,39,0,0,1521,-63.8478584,-33.04985248,72.56,"4","481",39,1521,179.6,32256.16,7004.4,0,0,179.6,0,0,32256.16
"482","482","2956","0","0","1",0,0,39,0,0,1521,-63.84778813,-33.04987695,66.71,"4","482",39,1521,179.41,32187.948,6996.99,0,0,179.41,0,0,32187.95
"483","483","2957","0","0","1",0,0,39,0,0,1521,-63.84771786,-33.04990141,53.91,"4","483",39,1521,183.57,33697.945,7159.23,0,0,183.57,0,0,33697.95
"484","484","2958","0","0","1",0,0,39,0,0,1521,-63.84764758,-33.04992588,52.65,"4","484",39,1521,183.95,33837.602,7174.05,0,0,183.95,0,0,33837.6
"485","485","2959","0","0","1",0,0,39,0,0,1521,-63.84757731,-33.04995035,50.66,"4","485",39,1521,179.86,32349.62,7014.54,0,0,179.86,0,0,32349.62
"486","486","2960","0","0","1",0,0,39,0,0,1521,-63.84750704,-33.04997482,51.25,"4","486",39,1521,177.17,31389.209,6909.63,0,0,177.17,0,0,31389.21
"487","487","2961","0","0","1",0,0,39,0,0,1521,-63.84743677,-33.04999928,52.03,"4","487",39,1521,177.38,31463.664,6917.82,0,0,177.38,0,0,31463.66
"488","488","2962","0","0","1",0,0,39,0,0,1521,-63.8473665,-33.05002375,49.06,"4","488",39,1521,175.44,30779.194,6842.16,0,0,175.44,0,0,30779.19
"489","489","2963","0","0","1",0,0,39,0,0,1521,-63.84729622,-33.05004822,47.17,"4","489",39,1521,179.65,32274.123,7006.35,0,0,179.65,0,0,32274.12
"490","490","2964","0","0","1",0,0,39,0,0,1521,-63.84722595,-33.05007269,57.17,"4","490",39,1521,179.09,32073.228,6984.51,0,0,179.09,0,0,32073.23
"491","491","2965","0","0","1",0,0,39,0,0,1521,-63.84715568,-33.05009715,51.42,"4","491",39,1521,175.83,30916.189,6857.37,0,0,175.83,0,0,30916.19
"492","492","2966","0","0","1",0,0,39,0,0,1521,-63.84708541,-33.05012162,53.04,"4","492",39,1521,173.31,30036.356,6759.09,0,0,173.31,0,0,30036.36
"493","493","2967","0","0","1",0,0,39,0,0,1521,-63.84701513,-33.05014609,50.19,"4","493",39,1521,178.6,31897.96,6965.4,0,0,178.6,0,0,31897.96
"494","494","2968","0","0","1",0,0,39,0,0,1521,-63.84694486,-33.05017056,53.09,"4","494",39,1521,180.31,32511.696,7032.09,0,0,180.31,0,0,32511.7
"495","495","2969","0","0","1",0,0,39,0,0,1521,-63.84687459,-33.05019502,58.79,"4","495",39,1521,180.71,32656.104,7047.69,0,0,180.71,0,0,32656.1
"496","496","2970","0","0","1",0,0,39,0,0,1521,-63.84680432,-33.05021949,52.88,"4","496",39,1521,178.87,31994.477,6975.93,0,0,178.87,0,0,31994.48
"497","497","2971","0","0","1",0,0,39,0,0,1521,-63.84673404,-33.05024396,48.5,"4","497",39,1521,179.54,32234.612,7002.06,0,0,179.54,0,0,32234.61
"498","498","2972","0","0","1",0,0,39,0,0,1521,-63.84666377,-33.05026843,50.86,"4","498",39,1521,187.43,35130.005,7309.77,0,0,187.43,0,0,35130
"499","499","2973","1","0","0",0,39,0,0,1521,0,-63.8465935,-33.05029289,48.51,"3","499",39,1521,177.23,31410.473,6911.97,0,177.23,0,0,31410.47,0
"500","500","2974","1","0","0",0,39,0,0,1521,0,-63.84652323,-33.05031736,50.44,"3","500",39,1521,171.78,29508.368,6699.42,0,171.78,0,0,29508.37,0
"501","501","2975","1","0","0",0,39,0,0,1521,0,-63.84645295,-33.05034183,48.46,"3","501",39,1521,166.88,27848.934,6508.32,0,166.88,0,0,27848.93,0
"502","502","2976","1","0","0",0,39,0,0,1521,0,-63.84638268,-33.0503663,49.09,"3","502",39,1521,164.7,27126.09,6423.3,0,164.7,0,0,27126.09,0
"503","503","2977","1","0","0",0,39,0,0,1521,0,-63.84631241,-33.05039076,48,"3","503",39,1521,171.1,29275.21,6672.9,0,171.1,0,0,29275.21,0
"504","504","2978","1","0","0",0,39,0,0,1521,0,-63.84624213,-33.05041523,47.61,"3","504",39,1521,172.49,29752.8,6727.11,0,172.49,0,0,29752.8,0
"505","505","2979","1","0","0",0,39,0,0,1521,0,-63.84617186,-33.0504397,47.33,"3","505",39,1521,170.97,29230.741,6667.83,0,170.97,0,0,29230.74,0
"506","506","2980","1","0","0",0,39,0,0,1521,0,-63.84610159,-33.05046416,45.2,"3","506",39,1521,180.11,32439.612,7024.29,0,180.11,0,0,32439.61,0
"507","507","2981","1","0","0",0,39,0,0,1521,0,-63.84603132,-33.05048863,47.44,"3","507",39,1521,192.59,37090.908,7511.01,0,192.59,0,0,37090.91,0
"508","508","2982","1","0","0",0,39,0,0,1521,0,-63.84596104,-33.0505131,42.05,"3","508",39,1521,195.64,38275.01,7629.96,0,195.64,0,0,38275.01,0
"509","509","2983","1","0","0",0,39,0,0,1521,0,-63.84589077,-33.05053756,37.16,"3","509",39,1521,192.35,36998.522,7501.65,0,192.35,0,0,36998.52,0
"510","510","2984","1","0","0",0,39,0,0,1521,0,-63.8458205,-33.05056203,33.5,"3","510",39,1521,189.67,35974.709,7397.13,0,189.67,0,0,35974.71,0
"511","511","2985","1","0","0",0,39,0,0,1521,0,-63.84575022,-33.0505865,31.25,"3","511",39,1521,194.27,37740.833,7576.53,0,194.27,0,0,37740.83,0
"512","512","2986","1","0","0",0,39,0,0,1521,0,-63.84567995,-33.05061096,27.44,"3","512",39,1521,196.06,38439.524,7646.34,0,196.06,0,0,38439.52,0
"513","513","2987","1","0","0",0,39,0,0,1521,0,-63.84560968,-33.05063543,36.42,"3","513",39,1521,199.92,39968.006,7796.88,0,199.92,0,0,39968.01,0
"514","514","2988","1","0","0",0,39,0,0,1521,0,-63.8455394,-33.0506599,38.36,"3","514",39,1521,197.39,38962.812,7698.21,0,197.39,0,0,38962.81,0
"515","515","2989","1","0","0",0,39,0,0,1521,0,-63.84546913,-33.05068436,34.37,"3","515",39,1521,196.52,38620.11,7664.28,0,196.52,0,0,38620.11,0
"516","516","2990","1","0","0",0,39,0,0,1521,0,-63.84539886,-33.05070883,39.49,"3","516",39,1521,194.25,37733.063,7575.75,0,194.25,0,0,37733.06,0
"517","517","2991","1","0","0",0,39,0,0,1521,0,-63.84532858,-33.0507333,41.2,"3","517",39,1521,179.52,32227.43,7001.28,0,179.52,0,0,32227.43,0
"518","518","2992","1","0","0",0,39,0,0,1521,0,-63.84525831,-33.05075776,40.1,"3","518",39,1521,184.99,34221.3,7214.61,0,184.99,0,0,34221.3,0
"519","519","2993","1","0","0",0,39,0,0,1521,0,-63.84518804,-33.05078223,43.78,"3","519",39,1521,190.61,36332.172,7433.79,0,190.61,0,0,36332.17,0
"520","520","2994","1","0","0",0,39,0,0,1521,0,-63.84511776,-33.0508067,40.33,"3","520",39,1521,181.36,32891.45,7073.04,0,181.36,0,0,32891.45,0
"521","521","2995","1","0","0",0,39,0,0,1521,0,-63.84504749,-33.05083116,45.19,"3","521",39,1521,181.9,33087.61,7094.1,0,181.9,0,0,33087.61,0
"522","522","2996","0","1","0",39,0,0,1521,0,0,-63.84497722,-33.05085563,47.93,"2","522",39,1521,179.59,32252.568,7004.01,179.59,0,0,32252.57,0,0
"523","523","2997","0","1","0",39,0,0,1521,0,0,-63.84490694,-33.0508801,50.59,"2","523",39,1521,179.56,32241.794,7002.84,179.56,0,0,32241.79,0,0
"524","524","2998","0","1","0",39,0,0,1521,0,0,-63.84483667,-33.05090456,59.95,"2","524",39,1521,175.17,30684.529,6831.63,175.17,0,0,30684.53,0,0
"525","525","2999","0","1","0",39,0,0,1521,0,0,-63.8447664,-33.05092903,74.05,"2","525",39,1521,173.16,29984.386,6753.24,173.16,0,0,29984.39,0,0
"526","526","3000","0","1","0",39,0,0,1521,0,0,-63.84469612,-33.05095349,87.07,"2","526",39,1521,170.91,29210.228,6665.49,170.91,0,0,29210.23,0,0
"527","527","3001","0","1","0",39,0,0,1521,0,0,-63.84462585,-33.05097796,90.86,"2","527",39,1521,173.3,30032.89,6758.7,173.3,0,0,30032.89,0,0
"528","528","3002","0","1","0",39,0,0,1521,0,0,-63.84455557,-33.05100243,93.97,"2","528",39,1521,172.91,29897.868,6743.49,172.91,0,0,29897.87,0,0
"529","529","3003","0","1","0",39,0,0,1521,0,0,-63.8444853,-33.05102689,93,"2","529",39,1521,175.78,30898.608,6855.42,175.78,0,0,30898.61,0,0
"530","530","3004","0","1","0",39,0,0,1521,0,0,-63.84441503,-33.05105136,95.26,"2","530",39,1521,175.75,30888.063,6854.25,175.75,0,0,30888.06,0,0
"531","531","3005","0","1","0",39,0,0,1521,0,0,-63.84434475,-33.05107583,95.87,"2","531",39,1521,179.39,32180.772,6996.21,179.39,0,0,32180.77,0,0
"532","532","3006","0","1","0",39,0,0,1521,0,0,-63.84427448,-33.05110029,98.72,"2","532",39,1521,180.06,32421.604,7022.34,180.06,0,0,32421.6,0,0
"533","533","3007","0","1","0",39,0,0,1521,0,0,-63.84420421,-33.05112476,105.73,"2","533",39,1521,176.47,31141.661,6882.33,176.47,0,0,31141.66,0,0
"534","534","3008","0","1","0",39,0,0,1521,0,0,-63.84413393,-33.05114922,97.94,"2","534",39,1521,177.19,31396.296,6910.41,177.19,0,0,31396.3,0,0
"535","535","3009","0","1","0",39,0,0,1521,0,0,-63.84406366,-33.05117369,106.84,"2","535",39,1521,169.45,28713.302,6608.55,169.45,0,0,28713.3,0,0
"536","536","3010","0","1","0",39,0,0,1521,0,0,-63.84399338,-33.05119815,98.72,"2","536",39,1521,170.04,28913.602,6631.56,170.04,0,0,28913.6,0,0
"537","537","3011","0","1","0",39,0,0,1521,0,0,-63.84392311,-33.05122262,100.78,"2","537",39,1521,169.76,28818.458,6620.64,169.76,0,0,28818.46,0,0
"538","538","3012","0","1","0",39,0,0,1521,0,0,-63.84385283,-33.05124709,105.37,"2","538",39,1521,169.2,28628.64,6598.8,169.2,0,0,28628.64,0,0
"539","539","3013","0","1","0",39,0,0,1521,0,0,-63.84378256,-33.05127155,104.2,"2","539",39,1521,175.51,30803.76,6844.89,175.51,0,0,30803.76,0,0
"540","540","3014","0","1","0",39,0,0,1521,0,0,-63.84371229,-33.05129602,101.25,"2","540",39,1521,175.26,30716.068,6835.14,175.26,0,0,30716.07,0,0
"541","541","3015","-1","-1","-1",-39,-39,-39,-1521,-1521,-1521,-63.84364201,-33.05132048,102.78,"1","541",39,1521,170.57,29094.125,6652.23,-170.57,-170.57,-170.57,-29094.13,-29094.1,-29094.1
"542","542","3016","-1","-1","-1",-39,-39,-39,-1521,-1521,-1521,-63.84357174,-33.05134495,98.68,"1","542",39,1521,165.67,27446.549,6461.13,-165.67,-165.67,-165.67,-27446.55,-27446.5,-27446.5
"543","543","3017","-1","-1","-1",-39,-39,-39,-1521,-1521,-1521,-63.84350146,-33.05136941,102.52,"1","543",39,1521,166.4,27688.96,6489.6,-166.4,-166.4,-166.4,-27688.96,-27688.9,-27688.9
"544","544","3018","-1","-1","-1",-39,-39,-39,-1521,-1521,-1521,-63.84343119,-33.05139388,96.9,"1","544",39,1521,162.76,26490.818,6347.64,-162.76,-162.76,-162.76,-26490.82,-26490.8,-26490.8
"545","545","3019","-1","-1","-1",-39,-39,-39,-1521,-1521,-1521,-63.84336091,-33.05141835,102.06,"1","545",39,1521,162.17,26299.109,6324.63,-162.17,-162.17,-162.17,-26299.11,-26299.1,-26299.1
"546","546","3020","-1","-1","-1",-39,-39,-39,-1521,-1521,-1521,-63.84329064,-33.05144281,96.16,"1","546",39,1521,160.34,25708.916,6253.26,-160.34,-160.34,-160.34,-25708.92,-25708.9,-25708.9
"547","547","3021","-1","-1","-1",-39,-39,-39,-1521,-1521,-1521,-63.84322037,-33.05146728,95.97,"1","547",39,1521,167.89,28187.052,6547.71,-167.89,-167.89,-167.89,-28187.05,-28187,-28187
"548","548","3022","-1","-1","-1",-39,-39,-39,-1521,-1521,-1521,-63.84315009,-33.05149174,99.03,"1","548",39,1521,161.36,26037.05,6293.04,-161.36,-161.36,-161.36,-26037.05,-26037,-26037
"549","549","3023","-1","-1","-1",-39,-39,-39,-1521,-1521,-1521,-63.84307982,-33.05151621,101.48,"1","549",39,1521,167.38,28016.064,6527.82,-167.38,-167.38,-167.38,-28016.06,-28016,-28016
"550","550","3024","-1","-1","-1",-39,-39,-39,-1521,-1521,-1521,-63.84300954,-33.05154067,97,"1","550",39,1521,164.66,27112.916,6421.74,-164.66,-164.66,-164.66,-27112.92,-27112.9,-27112.9
"551","551","3025","-1","-1","-1",-39,-39,-39,-1521,-1521,-1521,-63.84293927,-33.05156514,97.89,"1","551",39,1521,163.13,26611.397,6362.07,-163.13,-163.13,-163.13,-26611.4,-26611.4,-26611.4
"552","552","3026","-1","-1","-1",-39,-39,-39,-1521,-1521,-1521,-63.84286899,-33.0515896,96.11,"1","552",39,1521,162.3,26341.29,6329.7,-162.3,-162.3,-162.3,-26341.29,-26341.2,-26341.2
"553","553","3027","-1","-1","-1",-39,-39,-39,-1521,-1521,-1521,-63.84279872,-33.05161407,91.78,"1","553",39,1521,162.44,26386.754,6335.16,-162.44,-162.44,-162.44,-26386.75,-26386.7,-26386.7
"554","554","3028","-1","-1","-1",-39,-39,-39,-1521,-1521,-1521,-63.84272844,-33.05163853,94.45,"1","554",39,1521,167.42,28029.456,6529.38,-167.42,-167.42,-167.42,-28029.46,-28029.4,-28029.4
"555","555","3029","-1","-1","-1",-39,-39,-39,-1521,-1521,-1521,-63.84265817,-33.051663,94.71,"1","555",39,1521,163.78,26823.888,6387.42,-163.78,-163.78,-163.78,-26823.89,-26823.8,-26823.8
"556","556","3030","-1","-1","-1",-39,-39,-39,-1521,-1521,-1521,-63.84258789,-33.05168746,94.87,"1","556",39,1521,172.4,29721.76,6723.6,-172.4,-172.4,-172.4,-29721.76,-29721.7,-29721.7
"557","557","3031","-1","-1","-1",-39,-39,-39,-1521,-1521,-1521,-63.84251762,-33.05171193,98.35,"1","557",39,1521,182.25,33215.063,7107.75,-182.25,-182.25,-182.25,-33215.06,-33215,-33215
"558","558","3032","-1","-1","-1",-39,-39,-39,-1521,-1521,-1521,-63.84244734,-33.05173639,102.8,"1","558",39,1521,180.18,32464.832,7027.02,-180.18,-180.18,-180.18,-32464.83,-32464.8,-32464.8
"559","559","3033","-1","-1","-1",-39,-39,-39,-1521,-1521,-1521,-63.84237707,-33.05176086,102.22,"1","559",39,1521,168.37,28348.457,6566.43,-168.37,-168.37,-168.37,-28348.46,-28348.4,-28348.4
"560","560","3034","-1","-1","-1",-39,-39,-39,-1521,-1521,-1521,-63.84230679,-33.05178532,97.63,"1","560",39,1521,168.54,28405.732,6573.06,-168.54,-168.54,-168.54,-28405.73,-28405.7,-28405.7
"561","561","3035","-1","-1","-1",-39,-39,-39,-1521,-1521,-1521,-63.84223652,-33.05180979,97.81,"1","561",39,1521,170.85,29189.723,6663.15,-170.85,-170.85,-170.85,-29189.72,-29189.7,-29189.7
"562","562","3036","-1","-1","-1",-39,-39,-39,-1521,-1521,-1521,-63.84216624,-33.05183425,92.05,"1","562",39,1521,165.62,27429.984,6459.18,-165.62,-165.62,-165.62,-27429.98,-27429.9,-27429.9
"563","563","3037","-1","-1","-1",-39,-39,-39,-1521,-1521,-1521,-63.84209597,-33.05185872,91.06,"1","563",39,1521,167.52,28062.95,6533.28,-167.52,-167.52,-167.52,-28062.95,-28062.9,-28062.9
"564","564","3038","-1","-1","-1",-39,-39,-39,-1521,-1521,-1521,-63.84202569,-33.05188318,95.36,"1","564",39,1521,168.02,28230.72,6552.78,-168.02,-168.02,-168.02,-28230.72,-28230.7,-28230.7
"565","565","3039","-1","-1","-1",-39,-39,-39,-1521,-1521,-1521,-63.84195542,-33.05190765,101.17,"1","565",39,1521,162.95,26552.702,6355.05,-162.95,-162.95,-162.95,-26552.7,-26552.7,-26552.7
"566","566","3050","0","0","1",0,0,124.6,0,0,15525.16,-63.84853206,-33.04954862,101.42,"4","566",124.6,15525.16,176.36,31102.85,21974.456,0,0,176.36,0,0,31102.85
"567","567","3051","0","0","1",0,0,124.6,0,0,15525.16,-63.84846179,-33.04957308,101.63,"4","567",124.6,15525.16,176.05,30993.603,21935.83,0,0,176.05,0,0,30993.6
"568","568","3052","0","0","1",0,0,124.6,0,0,15525.16,-63.84839152,-33.04959755,93.5,"4","568",124.6,15525.16,178.74,31947.988,22271.004,0,0,178.74,0,0,31947.99
"569","569","3053","0","0","1",0,0,124.6,0,0,15525.16,-63.84832125,-33.04962202,93.42,"4","569",124.6,15525.16,177.67,31566.629,22137.682,0,0,177.67,0,0,31566.63
"570","570","3054","0","0","1",0,0,124.6,0,0,15525.16,-63.84825098,-33.04964649,86.33,"4","570",124.6,15525.16,176.41,31120.488,21980.686,0,0,176.41,0,0,31120.49
"571","571","3055","0","0","1",0,0,124.6,0,0,15525.16,-63.84818071,-33.04967096,86.59,"4","571",124.6,15525.16,175.59,30831.848,21878.514,0,0,175.59,0,0,30831.85
"572","572","3056","0","0","1",0,0,124.6,0,0,15525.16,-63.84811043,-33.04969542,84.66,"4","572",124.6,15525.16,170.61,29107.772,21258.006,0,0,170.61,0,0,29107.77
"573","573","3057","0","0","1",0,0,124.6,0,0,15525.16,-63.84804016,-33.04971989,78,"4","573",124.6,15525.16,167.7,28123.29,20895.42,0,0,167.7,0,0,28123.29
"574","574","3058","0","0","1",0,0,124.6,0,0,15525.16,-63.84796989,-33.04974436,78.55,"4","574",124.6,15525.16,175.1,30660.01,21817.46,0,0,175.1,0,0,30660.01
"575","575","3059","0","0","1",0,0,124.6,0,0,15525.16,-63.84789962,-33.04976883,71.59,"4","575",124.6,15525.16,186.31,34711.416,23214.226,0,0,186.31,0,0,34711.42
"576","576","3060","0","0","1",0,0,124.6,0,0,15525.16,-63.84782935,-33.0497933,67.18,"4","576",124.6,15525.16,186.49,34778.52,23236.654,0,0,186.49,0,0,34778.52
"577","577","3061","0","0","1",0,0,124.6,0,0,15525.16,-63.84775907,-33.04981776,56.12,"4","577",124.6,15525.16,187.6,35193.76,23374.96,0,0,187.6,0,0,35193.76
"578","578","3062","0","0","1",0,0,124.6,0,0,15525.16,-63.8476888,-33.04984223,46.98,"4","578",124.6,15525.16,186.77,34883.033,23271.542,0,0,186.77,0,0,34883.03
"579","579","3063","0","0","1",0,0,124.6,0,0,15525.16,-63.84761853,-33.0498667,45.8,"4","579",124.6,15525.16,183.33,33609.889,22842.918,0,0,183.33,0,0,33609.89
"580","580","3064","0","0","1",0,0,124.6,0,0,15525.16,-63.84754826,-33.04989117,46.56,"4","580",124.6,15525.16,179.45,32202.302,22359.47,0,0,179.45,0,0,32202.3
"581","581","3065","0","0","1",0,0,124.6,0,0,15525.16,-63.84747799,-33.04991564,50.62,"4","581",124.6,15525.16,181.51,32945.88,22616.146,0,0,181.51,0,0,32945.88
"582","582","3066","0","0","1",0,0,124.6,0,0,15525.16,-63.84740771,-33.0499401,52.54,"4","582",124.6,15525.16,181.31,32873.316,22591.226,0,0,181.31,0,0,32873.32
"583","583","3067","0","0","1",0,0,124.6,0,0,15525.16,-63.84733744,-33.04996457,48.27,"4","583",124.6,15525.16,177.81,31616.396,22155.126,0,0,177.81,0,0,31616.4
"584","584","3068","0","0","1",0,0,124.6,0,0,15525.16,-63.84726717,-33.04998904,48.01,"4","584",124.6,15525.16,175.52,30807.27,21869.792,0,0,175.52,0,0,30807.27
"585","585","3069","0","0","1",0,0,124.6,0,0,15525.16,-63.8471969,-33.05001351,53.94,"4","585",124.6,15525.16,176.87,31282.997,22038.002,0,0,176.87,0,0,31283
"586","586","3070","0","0","1",0,0,124.6,0,0,15525.16,-63.84712663,-33.05003797,55.11,"4","586",124.6,15525.16,178.92,32012.366,22293.432,0,0,178.92,0,0,32012.37
"587","587","3071","0","0","1",0,0,124.6,0,0,15525.16,-63.84705635,-33.05006244,55.19,"4","587",124.6,15525.16,176.03,30986.561,21933.338,0,0,176.03,0,0,30986.56
"588","588","3072","0","0","1",0,0,124.6,0,0,15525.16,-63.84698608,-33.05008691,53,"4","588",124.6,15525.16,178.81,31973.016,22279.726,0,0,178.81,0,0,31973.02
"589","589","3073","0","0","1",0,0,124.6,0,0,15525.16,-63.84691581,-33.05011138,52.78,"4","589",124.6,15525.16,181.65,32996.723,22633.59,0,0,181.65,0,0,32996.72
"590","590","3074","0","0","1",0,0,124.6,0,0,15525.16,-63.84684554,-33.05013584,51.88,"4","590",124.6,15525.16,181.94,33102.164,22669.724,0,0,181.94,0,0,33102.16
"591","591","3075","0","0","1",0,0,124.6,0,0,15525.16,-63.84677526,-33.05016031,52.35,"4","591",124.6,15525.16,182.02,33131.28,22679.692,0,0,182.02,0,0,33131.28
"592","592","3076","0","0","1",0,0,124.6,0,0,15525.16,-63.84670499,-33.05018478,54.59,"4","592",124.6,15525.16,182.19,33193.196,22700.874,0,0,182.19,0,0,33193.2
"593","593","3077","0","0","1",0,0,124.6,0,0,15525.16,-63.84663472,-33.05020925,54.7,"4","593",124.6,15525.16,188.17,35407.949,23445.982,0,0,188.17,0,0,35407.95
"594","594","3078","1","0","0",0,124.6,0,0,15525.16,0,-63.84656445,-33.05023371,52.22,"3","594",124.6,15525.16,175.05,30642.503,21811.23,0,175.05,0,0,30642.5,0
"595","595","3079","1","0","0",0,124.6,0,0,15525.16,0,-63.84649417,-33.05025818,55.64,"3","595",124.6,15525.16,169.52,28737.03,21122.192,0,169.52,0,0,28737.03,0
"596","596","3080","1","0","0",0,124.6,0,0,15525.16,0,-63.8464239,-33.05028265,53.09,"3","596",124.6,15525.16,169.25,28645.563,21088.55,0,169.25,0,0,28645.56,0
"597","597","3081","1","0","0",0,124.6,0,0,15525.16,0,-63.84635363,-33.05030711,52.66,"3","597",124.6,15525.16,167.8,28156.84,20907.88,0,167.8,0,0,28156.84,0
"598","598","3082","1","0","0",0,124.6,0,0,15525.16,0,-63.84628336,-33.05033158,46.88,"3","598",124.6,15525.16,167.63,28099.817,20886.698,0,167.63,0,0,28099.82,0
